match_id,innings,for_wicket,team,opposition,player1_id,player2_id,player1_runs,player2_runs,player1_balls,player2_balls,partnership_runs,partnership_balls
733989,1,1,Sunrisers,Royals,15887,35812,33,3,20,4,37,24
733989,1,2,Sunrisers,Royals,35812,60530,6,11,6,9,18,15
733989,1,3,Sunrisers,Royals,12701,60530,5,7,6,9,12,15
729287,1,1,Mumbai,RCB,6256,55296,16,2,15,9,20,24
733989,1,4,Sunrisers,Royals,12701,48739,11,6,10,7,18,17
729287,1,2,Mumbai,RCB,8999,55296,10,15,9,9,32,18
733989,1,5,Sunrisers,Royals,12701,47078,1,3,3,3,4,6
729287,1,3,Mumbai,RCB,8999,48405,6,2,9,5,8,14
733989,1,6,Sunrisers,Royals,11399,47078,8,6,10,10,17,20
729287,1,4,Mumbai,RCB,8999,49040,7,3,6,7,10,13
733989,1,7,Sunrisers,Royals,11399,15731,0,0,0,1,0,1
729287,1,5,Mumbai,RCB,8999,51057,12,18,13,18,31,31
733989,1,8,Sunrisers,Royals,11399,47154,9,9,10,8,19,18
729287,1,6,Mumbai,RCB,7139,51057,0,0,0,1,0,1
733989,1,9,Sunrisers,Royals,11399,12562,0,0,0,1,4,2
729287,1,7,Mumbai,RCB,7139,7678,0,0,2,2,0,4
733989,1,10,Sunrisers,Royals,11399,54282,4,0,1,1,5,2
729287,1,8,Mumbai,RCB,7139,45105,8,1,6,3,9,9
733989,2,1,Royals,Sunrisers,51096,59600,0,0,3,0,0,3
729287,1,9,Mumbai,RCB,45105,48431,1,1,1,4,3,5
733989,2,2,Royals,Sunrisers,59600,60806,12,14,9,12,27,21
729287,1,10,Mumbai,RCB,48431,70640,0,1,1,1,2,2
733989,2,3,Royals,Sunrisers,10125,60806,7,2,7,4,10,11
729287,2,1,RCB,Mumbai,9900,55245,4,12,10,8,16,18
733989,2,4,Royals,Sunrisers,10125,10553,4,0,3,1,4,4
729287,2,2,RCB,Mumbai,9900,49752,1,0,1,2,1,3
733989,2,5,Royals,Sunrisers,10553,50281,12,20,18,25,37,43
729287,2,3,RCB,Mumbai,7716,9900,0,0,2,0,0,2
733989,2,6,Royals,Sunrisers,7520,50281,1,2,4,8,4,12
729287,2,4,RCB,Mumbai,9900,46533,52,45,34,48,99,82
733989,2,7,Royals,Sunrisers,7520,50483,3,4,3,6,7,9
733989,2,8,Royals,Sunrisers,7520,50709,0,0,1,0,0,1
733989,2,9,Royals,Sunrisers,50709,51098,1,1,2,2,2,4
733989,2,10,Royals,Sunrisers,51098,68573,6,3,4,7,11,11
1216518,1,1,Royals,Sunrisers,8742,53320,19,11,13,8,30,21
419148,1,1,KKR,RCB,2024,7568,16,34,17,15,52,32
1216518,1,2,Royals,Sunrisers,53320,60806,19,36,23,26,56,49
419148,1,2,KKR,RCB,2024,10384,17,27,15,24,51,39
1216518,1,3,Royals,Sunrisers,53271,53320,0,0,2,1,0,3
419148,1,3,KKR,RCB,10384,47624,0,0,1,2,0,3
734005,1,1,RCB,Daredevils,7568,9900,22,11,23,10,33,33
1216518,1,4,Royals,Sunrisers,50281,53271,15,9,10,10,24,20
419148,1,4,KKR,RCB,10384,47023,1,1,3,2,2,5
419122,1,1,KKR,Mumbai,2024,7568,31,29,34,32,70,66
734005,1,2,RCB,Daredevils,9900,49752,1,9,5,10,11,15
1216518,1,5,Royals,Sunrisers,50281,96392,4,20,5,11,24,16
1216518,1,6,Royals,Sunrisers,60628,96392,0,0,0,1,1,1
1216518,1,7,Royals,Sunrisers,60628,72379,2,16,3,7,19,10
419122,1,2,KKR,Mumbai,6377,7568,31,46,23,27,82,50
734005,1,3,RCB,Daredevils,9900,46533,17,29,13,13,49,26
1216496,1,1,Royals,Super Kings,50281,102743,4,6,8,6,11,14
419148,1,5,KKR,RCB,10384,51216,17,12,8,12,29,20
548354,1,1,Royals,Kings XI,2281,51096,1,5,2,6,7,8
1216518,2,1,Sunrisers,Royals,48739,52161,4,0,4,0,4,4
1304079,1,1,Mumbai,Super Kings,48405,75325,0,0,2,0,0,2
419122,1,3,KKR,Mumbai,7568,47023,0,3,1,3,3,4
734005,1,4,RCB,Daredevils,7716,46533,9,4,7,4,13,11
1216496,1,2,Royals,Super Kings,50281,60806,45,74,25,32,121,57
419148,1,6,KKR,RCB,17752,51216,2,1,3,3,3,6
548348,1,1,Chargers,Warriors,9900,15887,0,0,1,0,0,1
548354,1,2,Royals,Kings XI,2281,10125,31,36,22,17,69,39
1216518,2,2,Sunrisers,Royals,51454,52161,1,10,5,7,12,12
1304079,1,2,Mumbai,Super Kings,75325,95429,0,1,1,2,2,3
419122,2,1,Mumbai,KKR,1934,15887,35,23,20,21,61,41
734005,1,5,RCB,Daredevils,7716,47340,59,15,22,14,79,36
1216496,1,3,Royals,Super Kings,50281,53891,1,0,2,0,2,2
419148,1,7,KKR,RCB,7129,17752,3,14,4,4,18,8
548348,1,2,Chargers,Warriors,12049,15887,9,13,9,18,23,27
548354,1,3,Royals,Kings XI,2281,58116,14,26,15,18,41,33
1216518,2,3,Sunrisers,Royals,51454,63509,82,52,42,51,140,93
1304079,1,3,Mumbai,Super Kings,61990,95429,18,3,8,5,21,13
419122,2,2,Mumbai,KKR,1934,15317,25,30,19,24,56,43
734005,2,1,Daredevils,RCB,49342,58406,1,1,3,1,2,4
1216496,1,4,Royals,Super Kings,8742,50281,5,9,9,4,15,13
419148,1,8,KKR,RCB,7129,48965,0,0,0,0,0,1
548348,1,3,Chargers,Warriors,9587,12049,82,65,52,35,157,87
548354,1,4,Royals,Kings XI,6253,58116,8,8,7,9,16,16
1304079,1,4,Mumbai,Super Kings,61990,104396,14,10,13,14,24,27
419122,2,3,Mumbai,KKR,1934,49040,5,7,4,7,12,11
734005,2,2,Daredevils,RCB,58406,59599,5,3,5,3,8,8
1216496,1,5,Royals,Super Kings,50281,60628,8,10,5,8,18,13
419148,1,9,KKR,RCB,7129,49327,0,0,0,2,0,2
548348,1,4,Chargers,Warriors,12049,45222,0,0,1,0,0,1
548354,1,5,Royals,Kings XI,6253,10401,28,13,16,7,43,23
1304079,1,5,Mumbai,Super Kings,104396,104752,12,25,11,25,38,36
419122,2,4,Mumbai,KKR,1934,7519,6,21,5,11,27,16
734005,2,3,Daredevils,RCB,8107,59599,28,28,22,22,63,44
1216496,1,6,Royals,Super Kings,50281,96392,0,6,0,4,6,4
419148,1,10,KKR,RCB,7129,50377,3,1,2,1,5,3
548348,1,5,Chargers,Warriors,45222,61318,4,2,3,2,6,5
548354,1,6,Royals,Kings XI,10401,10553,1,0,1,1,1,2
1304079,1,6,Mumbai,Super Kings,49040,104396,14,10,9,8,26,17
734005,2,4,Daredevils,RCB,8107,45222,5,19,7,9,24,16
1216496,1,7,Royals,Super Kings,50281,67312,2,2,3,5,5,8
419148,2,1,RCB,KKR,2232,7575,8,3,11,6,11,17
548348,2,1,Warriors,Chargers,8876,51454,0,0,0,1,0,1
548354,2,1,Kings XI,Royals,10129,59601,1,7,3,6,8,9
1304079,1,7,Mumbai,Super Kings,80807,104396,5,4,3,3,9,6
734005,2,5,Daredevils,RCB,8813,45222,1,4,2,4,5,6
1216496,1,8,Royals,Super Kings,67312,72379,8,27,4,8,38,12
419148,2,2,RCB,KKR,2281,7575,38,24,30,23,72,53
548348,2,2,Warriors,Chargers,2024,8876,45,40,38,30,89,68
548354,2,2,Kings XI,Royals,10129,50884,14,2,15,9,21,24
1304079,1,8,Mumbai,Super Kings,59261,104396,19,15,9,7,35,16
734005,2,6,Daredevils,RCB,45222,51482,25,18,17,12,45,29
1216496,2,1,Super Kings,Royals,10125,49342,33,21,21,19,56,40
419148,2,3,RCB,KKR,2281,8742,14,5,5,5,19,10
548348,2,3,Warriors,Chargers,2024,50281,0,6,2,4,6,6
548354,2,3,Kings XI,Royals,10129,11984,18,8,6,6,26,12
1304079,2,1,Super Kings,Mumbai,8742,95094,0,0,0,1,0,1
734005,2,7,Daredevils,RCB,51482,59266,19,1,8,5,21,13
1216496,2,2,Super Kings,Royals,46933,49342,2,0,3,2,2,5
419148,2,4,RCB,KKR,8742,44930,45,14,17,6,60,23
548348,2,4,Warriors,Chargers,8742,50281,26,34,18,21,62,39
548354,2,4,Kings XI,Royals,4173,10129,1,1,3,3,4,6
1304079,2,2,Super Kings,Mumbai,8742,64864,3,11,5,9,16,14
734005,2,8,Daredevils,RCB,59266,63646,1,1,1,1,2,2
548348,2,5,Warriors,Chargers,7630,50281,7,7,4,2,14,6
548354,2,5,Kings XI,Royals,4173,66725,23,10,21,17,36,38
1304079,2,3,Super Kings,Mumbai,8742,8999,27,21,20,19,50,39
1216496,2,3,Super Kings,Royals,46933,72103,2,17,2,6,19,8
548348,2,6,Warriors,Chargers,10238,50281,1,0,1,0,1,1
548354,2,6,Kings XI,Royals,47308,66725,4,13,3,7,17,10
1304079,2,4,Super Kings,Mumbai,8999,74975,9,13,9,14,22,23
1216496,2,4,Super Kings,Royals,46933,95094,0,0,0,1,0,1
548354,2,7,Kings XI,Royals,47185,47308,5,3,4,2,8,6
1304079,2,5,Super Kings,Mumbai,8999,49247,10,3,7,5,14,12
1216496,2,5,Super Kings,Royals,46933,51482,13,22,13,16,37,29
548354,2,8,Kings XI,Royals,12601,47308,3,0,5,0,3,5
1304079,2,6,Super Kings,Mumbai,7593,49247,2,0,2,3,4,5
1216496,2,6,Super Kings,Royals,7593,46933,9,55,12,19,65,31
548354,2,9,Kings XI,Royals,47308,48319,2,7,3,8,11,11
1304079,2,7,Super Kings,Mumbai,7593,54430,10,22,7,14,33,21
1216496,2,7,Super Kings,Royals,7593,49247,20,1,5,2,21,7
1304079,2,8,Super Kings,Mumbai,7593,45257,16,1,4,1,17,5
1178393,1,1,Super Kings,Kings XI,10125,46933,26,29,24,20,56,44
1178393,1,2,Super Kings,Kings XI,15716,46933,17,25,19,18,44,37
1178393,1,3,Super Kings,Kings XI,7593,15716,0,0,0,1,0,1
1178393,1,4,Super Kings,Kings XI,7593,8999,37,21,23,15,60,38
733993,1,1,Daredevils,Sunrisers,8107,58406,2,7,4,12,10,16
1178393,2,1,Kings XI,Super Kings,7568,60530,5,1,7,3,7,10
733993,1,2,Daredevils,Sunrisers,8107,59599,33,10,15,8,44,23
336011,1,1,Chargers,Royals,2347,4176,19,40,20,29,61,49
1178393,2,2,Kings XI,Super Kings,59599,60530,0,0,2,0,0,2
733993,1,3,Daredevils,Sunrisers,8813,59599,4,15,4,10,19,14
336011,1,2,Chargers,Royals,4176,9570,14,13,15,11,27,26
1178393,2,3,Kings XI,Super Kings,60530,71335,54,55,44,49,110,93
733993,1,4,Daredevils,Sunrisers,7704,8813,17,35,18,26,55,44
336011,1,3,Chargers,Royals,4176,48405,7,1,5,2,9,7
1178393,2,4,Kings XI,Super Kings,53891,71335,6,10,5,6,18,11
733993,1,5,Daredevils,Sunrisers,7704,45222,4,0,4,0,4,4
336011,1,4,Chargers,Royals,4169,48405,1,2,3,2,3,5
1178393,2,5,Kings XI,Super Kings,59601,71335,0,2,0,4,2,4
733993,1,6,Daredevils,Sunrisers,45222,51482,4,3,5,8,7,13
336011,1,5,Chargers,Royals,8040,48405,3,2,4,3,5,7
1178393,2,6,Kings XI,Super Kings,59601,72103,1,0,1,1,1,2
733993,1,7,Daredevils,Sunrisers,51482,59266,2,2,3,3,4,6
336011,1,6,Chargers,Royals,8040,49361,0,0,2,2,0,4
733993,2,1,Sunrisers,Daredevils,15887,35812,4,2,8,3,13,11
336011,1,7,Chargers,Royals,8163,49361,15,6,7,6,21,13
733993,2,2,Sunrisers,Daredevils,35812,48739,2,6,4,6,12,10
336011,1,8,Chargers,Royals,8163,47123,1,2,1,2,4,3
733993,2,3,Sunrisers,Daredevils,12701,48739,13,6,3,3,19,6
336011,1,9,Chargers,Royals,8163,48431,7,1,3,2,10,5
336011,2,1,Royals,Chargers,10406,15473,35,68,39,37,109,76
336011,2,2,Royals,Chargers,7632,10406,14,5,13,4,24,17
336011,2,3,Royals,Chargers,7632,10125,3,5,1,2,8,3
598028,1,1,Kings XI,Daredevils,4176,10129,42,14,26,19,60,45
598028,1,2,Kings XI,Daredevils,4173,10129,9,13,13,11,26,24
598028,1,3,Kings XI,Daredevils,10129,53891,18,15,14,15,34,29
598028,1,4,Kings XI,Daredevils,7519,53891,22,25,13,8,47,21
598028,1,5,Kings XI,Daredevils,47185,53891,0,4,0,1,4,1
598028,2,1,Daredevils,Kings XI,6315,61988,4,7,8,8,11,16
598028,2,2,Daredevils,Kings XI,6315,11399,0,1,0,7,1,7
598028,2,3,Daredevils,Kings XI,6315,48739,0,0,0,1,0,1
598028,2,4,Daredevils,Kings XI,6315,7781,9,30,18,22,49,40
598028,2,5,Daredevils,Kings XI,6315,47079,26,21,16,18,50,34
598028,2,6,Daredevils,Kings XI,47079,52521,28,11,11,7,39,18
598028,2,7,Daredevils,Kings XI,47289,52521,13,1,4,1,14,5
598034,1,1,Super Kings,KKR,6256,51216,63,39,38,23,103,61
598034,1,2,Super Kings,KKR,6256,15716,32,23,21,13,55,34
598034,1,3,Super Kings,KKR,7593,15716,9,21,9,12,32,21
598034,1,4,Super Kings,KKR,7593,49247,9,1,3,1,10,4
598034,2,1,KKR,Super Kings,7773,11920,14,6,8,9,32,17
598034,2,2,KKR,Super Kings,10384,11920,6,23,7,13,31,20
598034,2,3,KKR,Super Kings,2232,11920,19,16,20,18,36,38
598034,2,4,KKR,Super Kings,11920,47055,47,28,20,16,79,36
598034,2,5,KKR,Super Kings,15473,47055,3,4,3,6,8,9
501264,1,1,Chargers,Kings XI,15887,49361,55,60,39,41,131,80
501264,1,2,Chargers,Kings XI,15887,45222,15,12,7,10,27,17
1216527,1,1,Kings XI,Royals,59599,60530,106,68,50,50,183,100
1216527,1,2,Kings XI,Royals,54222,60530,10,1,5,4,11,9
501264,1,3,Chargers,Kings XI,12049,15887,15,25,12,11,40,23
501264,2,1,Kings XI,Chargers,4176,7793,4,5,4,6,9,10
1216527,1,3,Kings XI,Royals,54222,70405,3,25,4,8,29,12
980949,1,1,Supergiants,Guj Lions,15317,51096,1,11,2,13,13,15
829705,1,1,Mumbai,KKR,35812,48405,5,2,5,4,8,9
501264,2,2,Kings XI,Chargers,4176,10129,0,13,0,8,13,8
1216527,2,1,Royals,Kings XI,50281,53271,12,4,7,7,19,14
980901,1,1,Mumbai,Supergiants,45256,48405,1,7,2,5,8,7
980949,1,2,Supergiants,Guj Lions,50281,51096,65,42,36,32,111,68
829705,1,2,Mumbai,KKR,48405,55296,21,7,14,7,29,21
501264,2,3,Kings XI,Chargers,4176,8813,47,11,33,13,61,46
1216527,2,2,Royals,Kings XI,50281,60806,38,41,20,20,81,40
980901,1,2,Mumbai,Supergiants,45256,70633,7,9,6,10,21,16
980949,1,3,Supergiants,Guj Lions,7593,50281,26,36,17,18,64,35
829705,1,3,Mumbai,KKR,8999,48405,0,0,2,0,0,2
501264,2,4,Kings XI,Chargers,8813,45890,0,1,1,1,1,2
1216527,2,3,Royals,Kings XI,60628,60806,14,44,21,22,61,43
980901,1,3,Mumbai,Supergiants,53271,70633,0,0,1,1,0,2
980949,1,4,Supergiants,Guj Lions,7593,49193,4,3,1,2,7,3
829705,1,4,Mumbai,KKR,48405,51057,75,55,47,41,131,88
501264,2,5,Kings XI,Chargers,45890,47308,4,3,8,7,7,15
501264,2,6,Kings XI,Chargers,45890,59601,4,7,5,7,11,12
980901,1,4,Mumbai,Supergiants,8999,53271,1,0,4,1,1,5
980949,2,1,Guj Lions,Supergiants,10384,45554,43,46,22,27,93,49
829705,2,1,KKR,Mumbai,7773,8742,2,9,5,12,13,17
1216527,2,4,Royals,Kings XI,8742,60628,9,33,4,8,42,12
501264,2,7,Kings XI,Chargers,47185,59601,0,0,0,1,0,1
980901,1,5,Mumbai,Supergiants,8999,49040,2,1,5,8,10,13
980949,2,2,Guj Lions,Supergiants,15716,45554,5,17,6,10,22,16
829705,2,2,KKR,Mumbai,7773,51454,44,40,31,24,85,55
1216527,2,5,Royals,Kings XI,60628,72379,6,13,2,3,19,5
501264,2,8,Kings XI,Chargers,12601,47185,0,0,1,0,0,1
980901,1,6,Mumbai,Supergiants,8999,56596,9,2,7,16,11,23
980949,2,3,Guj Lions,Supergiants,8813,15716,33,17,20,13,51,33
829705,2,3,KKR,Mumbai,7773,61990,11,12,7,7,23,14
1216527,2,6,Royals,Kings XI,72379,96392,0,0,0,2,0,2
1216527,2,7,Royals,Kings XI,67312,72379,4,0,1,0,4,1
980949,2,4,Guj Lions,Supergiants,15716,45257,6,7,6,6,14,12
829705,2,4,KKR,Mumbai,15473,61990,14,34,12,13,49,25
980901,1,7,Mumbai,Supergiants,7139,8999,7,10,14,11,17,25
980949,2,5,Guj Lions,Supergiants,15716,49247,0,0,0,0,0,1
501264,2,9,Kings XI,Chargers,47185,48319,1,0,1,7,2,8
980901,1,8,Mumbai,Supergiants,7139,10556,15,12,10,11,28,21
980949,2,6,Guj Lions,Supergiants,15716,50483,6,6,3,3,13,6
501264,2,10,Kings XI,Chargers,47185,61489,12,0,6,5,12,11
980901,1,9,Mumbai,Supergiants,7139,53716,23,2,6,2,25,8
980949,2,7,Guj Lions,Supergiants,50483,75325,0,0,0,0,0,1
980901,2,1,Supergiants,Mumbai,46933,51096,34,40,33,26,78,59
980949,2,8,Guj Lions,Supergiants,48319,50483,0,3,0,2,3,2
980901,2,2,Supergiants,Mumbai,8107,51096,21,26,14,16,48,30
598054,1,1,RCB,Daredevils,7568,17752,4,2,7,5,6,12
598054,1,2,RCB,Daredevils,17752,49752,15,9,12,7,26,19
598054,1,3,RCB,Daredevils,47078,49752,26,28,22,28,57,50
598054,1,4,RCB,Daredevils,46533,49752,32,61,17,22,93,39
598054,2,1,Daredevils,RCB,6315,7781,19,6,13,6,25,19
598054,2,2,Daredevils,RCB,7781,61988,12,11,4,9,24,13
598054,2,3,Daredevils,RCB,48739,61988,4,7,6,3,11,9
598054,2,4,Daredevils,RCB,47079,61988,32,18,27,17,58,44
598054,2,5,Daredevils,RCB,51482,61988,6,5,6,6,11,12
598054,2,6,Daredevils,RCB,11399,51482,0,2,0,2,2,2
598054,2,7,Daredevils,RCB,11399,47289,23,19,11,10,44,21
598054,2,8,Daredevils,RCB,11399,58274,0,4,0,1,4,1
1216495,1,1,Mumbai,Sunrisers,48405,58406,4,8,7,8,12,15
1216495,1,2,Mumbai,Sunrisers,58406,61990,17,10,5,8,27,13
1216495,1,3,Mumbai,Sunrisers,61990,75325,26,15,21,18,42,39
1216495,1,4,Mumbai,Sunrisers,63224,75325,0,0,3,0,0,3
1082644,1,1,Mumbai,KKR,15317,45256,9,0,9,5,12,14
1216495,1,5,Mumbai,Sunrisers,15317,75325,1,0,3,0,1,3
1082644,1,2,Mumbai,KKR,15317,48405,19,27,15,21,57,36
1216495,1,6,Mumbai,Sunrisers,49040,75325,15,18,14,12,33,26
1082644,1,3,Mumbai,KKR,8999,15317,36,24,27,19,61,46
1216495,1,7,Mumbai,Sunrisers,49040,49958,0,1,2,3,1,5
1082644,1,4,Mumbai,KKR,8999,49040,27,11,10,7,38,17
1216495,1,8,Mumbai,Sunrisers,49040,50781,26,3,9,4,29,13
1082644,1,5,Mumbai,KKR,49040,70633,2,0,4,1,2,5
1216495,1,9,Mumbai,Sunrisers,50781,51098,1,3,1,2,4,3
1082644,1,6,Mumbai,KKR,63224,70633,0,1,1,1,3,2
1216495,2,1,Sunrisers,Mumbai,48739,51216,85,58,58,45,151,103
1082644,2,1,KKR,Mumbai,49039,54340,0,0,4,0,0,4
1082644,2,2,KKR,Mumbai,7773,54340,21,16,16,7,41,23
1082644,2,3,KKR,Mumbai,8742,54340,2,10,4,5,12,9
1082644,2,4,KKR,Mumbai,51454,54340,0,0,0,2,0,2
1082644,2,5,KKR,Mumbai,15473,51454,20,11,7,9,34,16
1082644,2,6,KKR,Mumbai,47231,51454,29,12,16,15,41,31
1082644,2,7,KKR,Mumbai,51454,67609,10,10,9,10,21,19
1082644,2,8,KKR,Mumbai,58274,67609,3,6,3,5,9,8
1082644,2,9,KKR,Mumbai,51092,58274,5,1,8,1,6,9
335985,1,1,Mumbai,RCB,1988,17850,1,8,1,10,9,11
335985,1,2,Mumbai,RCB,1988,7447,6,0,6,5,11,11
335985,1,3,Mumbai,RCB,1988,8742,22,3,8,3,26,11
335985,1,4,Mumbai,RCB,8742,48349,30,19,24,23,51,47
335985,1,5,Mumbai,RCB,8742,47308,15,10,11,9,28,20
335985,1,6,Mumbai,RCB,2228,47308,17,10,7,5,27,12
335985,1,7,Mumbai,RCB,2228,7139,11,2,5,2,13,7
335985,2,1,RCB,Mumbai,2120,2281,16,20,11,19,37,30
335985,2,2,RCB,Mumbai,2281,44930,12,18,14,9,31,23
335985,2,3,RCB,Mumbai,2232,44930,3,5,4,3,8,7
335985,2,4,RCB,Mumbai,2232,49752,6,23,7,14,30,21
335985,2,5,RCB,Mumbai,2232,3947,16,38,13,18,55,31
335985,2,6,RCB,Mumbai,3947,7987,1,3,1,5,5,6
1359486,1,1,Mumbai,Super Kings,48405,75325,21,15,13,11,38,24
1359486,1,2,Mumbai,Super Kings,75325,96335,17,9,10,6,26,16
1359486,1,3,Mumbai,Super Kings,61990,96335,1,2,2,2,3,4
1359486,1,4,Mumbai,Super Kings,96335,104396,1,5,3,3,6,6
1359486,1,5,Mumbai,Super Kings,104396,108342,1,2,1,4,3,5
1359486,1,6,Mumbai,Super Kings,83439,104396,8,16,9,14,26,23
1359486,1,7,Mumbai,Super Kings,69697,83439,5,6,10,8,11,18
1359486,1,8,Mumbai,Super Kings,83439,104752,17,1,5,1,18,6
1359486,1,9,Mumbai,Super Kings,47185,104752,5,17,6,12,26,18
1359486,2,1,Super Kings,Mumbai,58403,95094,0,0,4,0,0,4
1359486,2,2,Super Kings,Mumbai,51096,95094,61,14,27,17,82,44
1359486,2,3,Super Kings,Mumbai,74975,95094,28,15,26,12,43,38
1359486,2,4,Super Kings,Mumbai,8999,95094,20,11,16,7,34,23
1082607,1,1,Supergiant,RCB,51096,61999,30,27,25,21,63,46
1082607,1,2,Supergiant,RCB,50281,61999,2,4,2,2,6,4
1082607,1,3,Supergiant,RCB,7593,50281,28,25,25,21,58,46
1082607,1,4,Supergiant,RCB,50281,53320,0,0,1,0,0,1
1082607,1,5,Supergiant,RCB,44853,53320,1,1,3,1,2,4
1082607,1,6,Supergiant,RCB,47624,53320,0,1,0,2,1,2
1082607,1,7,Supergiant,RCB,47624,63477,0,0,0,1,0,1
1082607,1,8,Supergiant,RCB,47624,59261,26,2,10,5,30,15
1082607,2,1,RCB,Supergiant,49752,59601,14,0,8,3,14,11
1082607,2,2,RCB,Supergiant,46533,49752,13,14,11,11,27,22
1082607,2,3,RCB,Supergiant,46533,51482,16,9,19,10,29,29
1082607,2,4,RCB,Supergiant,10125,51482,10,9,15,12,21,27
1082607,2,5,RCB,Supergiant,10125,10553,4,6,3,3,10,6
1082607,2,6,RCB,Supergiant,10553,66253,11,10,3,7,22,10
1082607,2,7,RCB,Supergiant,10553,62153,1,1,2,1,2,3
1082607,2,8,RCB,Supergiant,45772,62153,0,1,1,1,1,2
1082607,2,9,RCB,Supergiant,51455,62153,5,0,6,1,6,7
1082607,2,10,RCB,Supergiant,51455,61325,1,1,1,2,2,3
829821,1,1,RCB,Super Kings,7568,49752,11,12,16,9,23,25
829821,1,2,RCB,Super Kings,7568,46533,1,1,2,3,2,5
829821,1,3,RCB,Super Kings,7568,59601,7,4,6,7,11,13
829821,1,4,RCB,Super Kings,7568,8813,22,18,19,19,44,38
829821,1,5,RCB,Super Kings,8813,71335,10,16,7,10,27,17
829821,1,6,RCB,Super Kings,48777,71335,12,5,7,5,18,12
829821,1,7,RCB,Super Kings,59260,71335,2,10,2,5,12,7
829821,1,8,RCB,Super Kings,53330,71335,1,0,1,1,1,2
829821,1,9,RCB,Super Kings,51455,53330,0,0,1,0,0,1
829821,2,1,Super Kings,RCB,6256,45554,3,17,7,12,21,19
829821,2,2,Super Kings,RCB,6256,46933,17,21,15,22,40,37
829821,2,3,Super Kings,RCB,6256,15716,0,0,0,2,0,2
829821,2,4,Super Kings,RCB,6256,7593,36,11,24,17,47,41
829821,2,5,Super Kings,RCB,7593,66253,11,12,8,6,27,14
829821,2,6,Super Kings,RCB,7593,45257,0,0,0,1,0,1
829821,2,7,Super Kings,RCB,7593,49247,4,0,4,0,4,4
829821,2,8,Super Kings,RCB,12894,49247,1,0,1,0,1,1
392220,1,1,Chargers,Royals,4176,12084,10,10,11,10,21,21
392220,1,2,Chargers,Royals,12084,48405,19,2,9,5,21,14
392220,1,3,Chargers,Royals,4382,48405,21,7,13,9,28,22
392220,1,4,Chargers,Royals,4382,45554,9,3,6,6,13,12
392220,1,5,Chargers,Royals,2166,45554,20,17,15,14,37,29
392220,1,6,Chargers,Royals,8163,45554,12,23,7,7,35,14
392220,1,7,Chargers,Royals,45554,49361,4,5,5,2,9,7
392220,1,8,Chargers,Royals,47123,49361,0,2,0,1,2,1
392220,2,1,Royals,Chargers,10406,12106,1,4,3,4,5,7
392220,2,2,Royals,Chargers,8114,12106,8,4,11,5,14,16
392220,2,3,Royals,Chargers,12106,12701,8,16,10,13,24,23
392220,2,4,Royals,Chargers,12106,15473,24,6,14,7,31,21
392220,2,5,Royals,Chargers,12106,49247,3,5,5,5,8,10
392220,2,6,Royals,Chargers,49042,49247,1,1,2,1,2,3
392220,2,7,Royals,Chargers,47289,49247,8,2,8,2,11,10
392220,2,8,Royals,Chargers,2000,49247,0,1,1,1,1,2
392220,2,9,Royals,Chargers,9815,49247,1,0,5,0,1,5
392220,2,10,Royals,Chargers,47100,49247,5,10,6,11,15,17
1136588,1,1,Sunrisers,Royals,15887,49532,6,11,4,9,17,13
1136588,1,2,Sunrisers,Royals,49532,51088,34,58,30,38,92,68
1136588,1,3,Sunrisers,Royals,51088,51454,5,2,5,3,7,8
734031,1,1,Mumbai,Daredevils,6256,45256,44,35,23,25,87,48
1136588,1,4,Sunrisers,Royals,48277,51454,6,11,6,8,17,14
734031,1,2,Mumbai,Daredevils,6256,48405,12,21,10,14,33,24
1136588,1,5,Sunrisers,Royals,15473,51454,2,2,3,2,4,5
734031,1,3,Mumbai,Daredevils,48405,49040,9,11,7,7,20,14
980955,1,1,Kings XI,Guj Lions,49342,54212,36,27,23,17,65,40
1136588,1,6,Sunrisers,Royals,51216,51454,5,1,3,2,6,5
734031,1,4,Mumbai,Daredevils,8999,49040,1,0,1,1,1,2
980955,1,2,Kings XI,Guj Lions,10129,49342,1,3,3,4,5,7
1136588,1,7,Sunrisers,Royals,51216,79159,6,1,3,3,7,6
734031,1,5,Mumbai,Daredevils,8999,55296,1,9,2,4,10,6
980955,1,3,Kings XI,Guj Lions,49342,54222,0,0,0,1,0,1
1136588,1,8,Sunrisers,Royals,51216,75993,0,0,1,0,1,1
1136588,2,1,Royals,Sunrisers,51096,61999,9,4,9,5,13,14
980955,1,4,Kings XI,Guj Lions,49342,66725,3,0,2,2,3,4
734031,1,6,Mumbai,Daredevils,7139,55296,1,5,1,4,6,5
1136588,2,2,Royals,Sunrisers,51096,60806,18,40,14,30,59,44
980955,1,5,Kings XI,Guj Lions,49342,53891,13,13,12,14,27,26
734031,1,7,Mumbai,Daredevils,7139,56596,1,3,2,3,4,5
1136588,2,3,Royals,Sunrisers,51096,53320,1,0,1,3,1,4
980955,1,6,Kings XI,Guj Lions,51216,53891,21,18,12,13,39,25
734031,1,8,Mumbai,Daredevils,56596,59394,6,1,4,2,7,6
1136588,2,4,Royals,Sunrisers,51096,53271,13,10,11,11,23,22
980955,1,7,Kings XI,Guj Lions,51216,67455,6,0,4,2,6,6
734031,1,9,Mumbai,Daredevils,48431,56596,2,1,2,2,3,4
1136588,2,5,Royals,Sunrisers,51096,81197,21,11,15,12,32,27
